,mse_observation_loss,saturation_loss,ce_reward_loss,reward_precision,reward_recall,reward_bacc,reward_f1,reward_rate
52,0.011652282439172268,0.016192715615034103,0.06157137081027031,0.0,0.0,0.5,,0.125
53,0.07340358197689056,0.012457684613764286,0.001569114625453949,,,,,0.0
54,0.025268957018852234,0.012847724370658398,0.0010926425457000732,,,,,0.0
55,0.01471418235450983,0.01490404549986124,0.0021143779158592224,,,,,0.0
56,0.011896979995071888,0.014579801820218563,0.005145654082298279,,,,,0.0
57,0.014891676604747772,0.013073967769742012,0.001390703022480011,,,,,0.0
58,0.011789481155574322,0.013680835254490376,0.0003890320658683777,,,,,0.0
59,0.008326094597578049,0.012488742358982563,0.00414980947971344,,,,,0.0
60,0.008872443810105324,0.010442493483424187,0.0005453974008560181,,,,,0.0
61,0.046870891004800797,0.00825462769716978,0.0034586265683174133,,,,,0.0
62,0.04573774337768555,0.010354972444474697,0.022258587181568146,,,,,0.0
63,0.017181385308504105,0.011941955424845219,0.14735257625579834,0.0,0.0,0.5,,0.125
64,0.011234188452363014,0.015089417807757854,0.0018418356776237488,,,,,0.0
65,0.010730130597949028,0.01710749976336956,0.0008807182312011719,,,,,0.0
66,0.015584178268909454,0.015593672171235085,0.0025162100791931152,,,,,0.0
67,0.009874599054455757,0.01574251614511013,0.0029787421226501465,,,,,0.0
68,0.009211850352585316,0.015859458595514297,0.001941196620464325,,,,,0.0
69,0.011819818988442421,0.013387249782681465,0.0020519867539405823,,,,,0.0
70,0.006593205966055393,0.012463518418371677,0.001571662724018097,,,,,0.0
71,0.0069737061858177185,0.011031492613255978,0.0010456442832946777,,,,,0.0
72,0.02686300501227379,0.00898080412298441,0.0005582273006439209,,,,,0.0
73,0.00938436109572649,0.010002042166888714,0.002261228859424591,,,,,0.0
74,0.006337279919534922,0.011599562130868435,0.0008477568626403809,,,,,0.0
75,0.006206847261637449,0.011769615113735199,0.0016789138317108154,,,,,0.0
76,0.0037370570935308933,0.009874871000647545,0.0012682974338531494,,,,,0.0
77,0.022688915953040123,0.008010621182620525,0.0004955902695655823,,,,,0.0
78,0.011048457585275173,0.00877922959625721,0.0021803006529808044,,,,,0.0
79,0.006875980645418167,0.010402382351458073,0.000630497932434082,,,,,0.0
80,0.005151976831257343,0.010206514969468117,0.00011228024959564209,,,,,0.0
81,0.004745491314679384,0.009624458849430084,0.00037801265716552734,,,,,0.0
82,0.007174679543823004,0.00771426921710372,0.00022345781326293945,,,,,0.0
83,0.006300023291260004,0.008899392560124397,0.0009707137942314148,,,,,0.0
84,0.006807755678892136,0.0074918922036886215,0.0010162070393562317,,,,,0.0
85,0.0046565840020775795,0.007965042255818844,0.00014787912368774414,,,,,0.0
86,0.005434994585812092,0.00794956460595131,0.001110851764678955,,,,,0.0
87,0.007152820937335491,0.006769712083041668,0.0018480867147445679,,,,,0.0
88,0.007449896540492773,0.009366638958454132,0.00033164769411087036,,,,,0.0
89,0.004849802702665329,0.009406606666743755,0.00010181218385696411,,,,,0.0
90,0.005430045071989298,0.008524497970938683,0.001560606062412262,,,,,0.0
91,0.0045565105974674225,0.007871242240071297,0.0014837980270385742,,,,,0.0
92,0.00422300910577178,0.006891006138175726,0.000387437641620636,,,,,0.0
93,0.005047799088060856,0.005178921855986118,0.0004395991563796997,,,,,0.0
94,0.0043733809143304825,0.004867090843617916,0.0002622753381729126,,,,,0.0
95,0.0037327527534216642,0.004300006199628115,0.0021861568093299866,,,,,0.0
96,0.003000787924975157,0.0037952677812427282,0.00011695921421051025,,,,,0.0
97,0.003973298706114292,0.003275806549936533,0.00030954182147979736,,,,,0.0
98,0.004256660118699074,0.003306596539914608,0.00047757476568222046,,,,,0.0
99,0.004584304057061672,0.0025007054209709167,0.0008420944213867188,,,,,0.0
100,0.00363034731708467,0.003710238728672266,0.00014781951904296875,,,,,0.0
101,0.003167355665937066,0.0035197550896555185,0.0007107630372047424,,,,,0.0
102,0.00930408202111721,0.002533962018787861,0.00015135109424591064,,,,,0.0
103,0.005409650504589081,0.003880428848788142,0.00038573890924453735,,,,,0.0
104,0.003446497954428196,0.005172732286155224,0.009794358164072037,,,,,0.0
105,0.004384687170386314,0.004264550283551216,0.0008612126111984253,,,,,0.0
106,0.004409793298691511,0.004476166795939207,0.0009589716792106628,,,,,0.0
107,0.004082930739969015,0.004982722457498312,0.0002705007791519165,,,,,0.0
108,0.002855647122487426,0.004872556775808334,0.00012496858835220337,,,,,0.0
109,0.005230518989264965,0.003950044047087431,0.0003175213932991028,,,,,0.0
110,0.003468145150691271,0.00452815555036068,0.0005410239100456238,,,,,0.0
111,0.0036931433714926243,0.004690165631473064,0.0002953857183456421,,,,,0.0
112,0.0025259340181946754,0.0036915442906320095,0.00012533366680145264,,,,,0.0
113,0.003440685337409377,0.0029733977280557156,0.000254020094871521,,,,,0.0
114,0.003102322807535529,0.002515552332624793,0.00024452805519104004,,,,,0.0
115,0.004718196112662554,0.002296618651598692,4.582107067108154e-05,,,,,0.0
116,0.0035489206202328205,0.0035162607673555613,9.92119312286377e-05,,,,,0.0
117,0.0028641680255532265,0.00408803578466177,0.18829841911792755,0.0,0.0,0.5,,0.125
118,0.0033799936063587666,0.004002357833087444,5.9545040130615234e-05,,,,,0.0
119,0.0040966421365737915,0.0032764452043920755,0.0003969520330429077,,,,,0.0
120,0.0029661289881914854,0.003835337935015559,0.0004891306161880493,,,,,0.0
121,0.00306336535140872,0.003750731237232685,0.0009536221623420715,,,,,0.0
122,0.0032615712843835354,0.0028559265192598104,0.012093471363186836,,,,,0.0
123,0.0035297488793730736,0.002259073778986931,0.004316598176956177,,,,,0.0
124,0.0035639023408293724,0.002091597532853484,0.0034049414098262787,,,,,0.0
125,0.002691427944228053,0.0019490300910547376,0.0009104833006858826,,,,,0.0
126,0.0031359342392534018,0.0020846694242209196,0.0018590837717056274,,,,,0.0
127,0.0023598046973347664,0.0019511585123836994,0.0009155198931694031,,,,,0.0
128,0.0026776313316076994,0.0018332547042518854,0.00030806660652160645,,,,,0.0
129,0.0023590163327753544,0.0015628891997039318,0.0004489719867706299,,,,,0.0
130,0.0025381571613252163,0.001322321710176766,0.0002225935459136963,,,,,0.0
131,0.003061010269448161,0.001650744816288352,0.0009242892265319824,,,,,0.0
132,0.0022247699089348316,0.001437793835066259,0.00038965046405792236,,,,,0.0
133,0.003180864965543151,0.0016917804023250937,0.001991674304008484,,,,,0.0
134,0.002603518310934305,0.0014699510065838695,0.00101577490568161,,,,,0.0
135,0.002752885455265641,0.0016170234885066748,0.000730559229850769,,,,,0.0
136,0.002796537708491087,0.0009812356438487768,0.002204764634370804,,,,,0.0
137,0.0024859816767275333,0.0020940180402249098,0.0002491474151611328,,,,,0.0
138,0.0025851360987871885,0.0025679522659629583,0.001750938594341278,,,,,0.0
139,0.0021663818042725325,0.0024250191636383533,0.00016889721155166626,,,,,0.0
140,0.002505483804270625,0.0016160050872713327,0.0007805228233337402,,,,,0.0
141,0.002797407330945134,0.0011349747655913234,0.0007971674203872681,,,,,0.0
142,0.001971077872440219,0.0013254641089588404,0.00021441280841827393,,,,,0.0
143,0.0022600521333515644,0.0011851039016619325,0.05746318772435188,0.0,0.0,0.5,,0.125
144,0.002513025887310505,0.0008427223656326532,0.0007708966732025146,,,,,0.0
145,0.002312614582479,0.0013977611670270562,0.0006602182984352112,,,,,0.0
146,0.002087903441861272,0.0014298006426542997,0.001759842038154602,,,,,0.0
147,0.002252417616546154,0.0011799366911873221,0.000493757426738739,,,,,0.0
148,0.0022234239149838686,0.0008593206875957549,0.0015161186456680298,,,,,0.0
149,0.00179158931132406,0.0009836124954745173,0.004812508821487427,,,,,0.0
150,0.002350254449993372,0.001052124542184174,0.00035568326711654663,,,,,0.0
151,0.0018219432095065713,0.0009250967996194959,0.0017238855361938477,,,,,0.0
152,0.002165414160117507,0.0006827801698818803,0.0006546229124069214,,,,,0.0
153,0.0020336569286882877,0.0006627400289289653,0.0007799938321113586,,,,,0.0
154,0.001500481623224914,0.0006410979549400508,0.0004572868347167969,,,,,0.0
155,0.0017885500565171242,0.0007000829209573567,0.006231740117073059,,,,,0.0
156,0.0020687582436949015,0.0005529745249077678,0.00023281574249267578,,,,,0.0
157,0.0013976010959595442,0.0006341699627228081,0.0022505968809127808,,,,,0.0
158,0.0019350781803950667,0.0006635059253312647,0.0007570236921310425,,,,,0.0
159,0.0014570396160706878,0.0005552627262659371,0.0004764944314956665,,,,,0.0
160,0.0020846440456807613,0.0005057695088908076,0.0007265731692314148,,,,,0.0
161,0.001825158018618822,0.0003874588874168694,0.0001270398497581482,,,,,0.0
162,0.0016393250552937388,0.000556380080524832,0.0004102662205696106,,,,,0.0
163,0.00135587970726192,0.0004952001036144793,0.0003282800316810608,,,,,0.0
164,0.001178780454210937,0.00034553289879113436,0.00043454766273498535,,,,,0.0
165,0.0015593146672472358,0.00028749185730703175,0.00014452636241912842,,,,,0.0
166,0.0019154545152559876,0.0004242388822603971,0.000539042055606842,,,,,0.0
167,0.0014720432227477431,0.0003984245704486966,0.00017952919006347656,,,,,0.0
168,0.0015322603285312653,0.0002768017293419689,0.0003102123737335205,,,,,0.0
169,0.0015436408575624228,0.00026312723639421165,0.00018406659364700317,,,,,0.0
170,0.0012667804257944226,0.0003568989341147244,0.00045900046825408936,,,,,0.0
171,0.0014756659511476755,0.0003859568096231669,0.0003997981548309326,,,,,0.0
172,0.0012554546119645238,0.0003408445918466896,0.00019496679306030273,,,,,0.0
173,0.0012783750426024199,0.00028151593869552016,3.205239772796631e-05,,,,,0.0
174,0.0012121798936277628,0.00024582791957072914,0.00024831295013427734,,,,,0.0
175,0.001069208257831633,0.00025322087458334863,0.0001667514443397522,,,,,0.0
176,0.0011930289911106229,0.00025564333191141486,3.4108757972717285e-05,,,,,0.0
177,0.0012952599208801985,0.0002703711506910622,0.00011397898197174072,,,,,0.0
178,0.0014750106493011117,0.00023111097107175738,0.0007178932428359985,,,,,0.0
179,0.0012220016214996576,0.00021395010116975754,3.978610038757324e-05,,,,,0.0
180,0.0009411253267899156,0.0002075741795124486,0.0008937641978263855,,,,,0.0
181,0.0011270894901826978,0.00023032657918520272,0.0001418963074684143,,,,,0.0
182,0.0012388749746605754,0.00018887572514358908,0.00026176124811172485,,,,,0.0
183,0.0012767568696290255,0.00018032266234513372,8.508563041687012e-05,,,,,0.0
184,0.0008746820385567844,0.00016954253078438342,0.00010691583156585693,,,,,0.0
185,0.001393828890286386,0.00018828095926437527,0.00012974441051483154,,,,,0.0
186,0.0008949691546149552,0.00013590336311608553,4.70280647277832e-05,,,,,0.0
187,0.001238424563780427,0.00019887321104761213,9.188055992126465e-05,,,,,0.0
188,0.001095597050152719,0.00015199628251139075,0.00010926276445388794,,,,,0.0
189,0.0014665141934528947,0.00011339511547703296,0.00011526048183441162,,,,,0.0
190,0.0011685759527608752,0.00021251007274258882,0.00010399520397186279,,,,,0.0
191,0.0012112976983189583,0.0002906156296376139,0.0003537312150001526,,,,,0.0
192,0.0009412412182427943,0.0002452738699503243,5.839020013809204e-05,,,,,0.0
193,0.0011162927839905024,0.00019998647621832788,0.0007555484771728516,,,,,0.0
194,0.0010073890443891287,0.00018919003196060658,0.0003284662961959839,,,,,0.0
195,0.0011770400451496243,0.00021336946520023048,0.0006219297647476196,,,,,0.0
196,0.0011649079388007522,0.00017711817054077983,0.00012458860874176025,,,,,0.0
197,0.0009731145692057908,0.00013339043653104454,6.055086851119995e-05,,,,,0.0
198,0.0010424306383356452,0.00013744235911872238,0.0006553232669830322,,,,,0.0
199,0.0009933990659192204,0.00015768597950227559,7.037818431854248e-05,,,,,0.0
200,0.001050015795044601,0.00014856869529467076,0.000298917293548584,,,,,0.0
201,0.001011925982311368,0.0001226333697559312,0.0003642439842224121,,,,,0.0
202,0.0010592675535008311,0.00011416045890655369,0.0002425462007522583,,,,,0.0
203,0.0009470400982536376,0.0001294663961743936,3.5390257835388184e-05,,,,,0.0
204,0.0010269611375406384,0.0001355489221168682,0.000420399010181427,,,,,0.0
205,0.0007822728948667645,0.0001282002922380343,4.583597183227539e-05,,,,,0.0
206,0.0008626041817478836,0.00010542712698224932,7.653981447219849e-05,,,,,0.0
207,0.0013895161682739854,0.0001250414934474975,0.00029446929693222046,,,,,0.0
208,0.0008949073380790651,0.00014424670371226966,0.00015711039304733276,,,,,0.0
209,0.0009109361562877893,9.746967407409102e-05,0.0001311972737312317,,,,,0.0
210,0.0011600754223763943,0.00010848849342437461,0.00031419843435287476,,,,,0.0
211,0.0011354192392900586,9.760235843714327e-05,0.0007354989647865295,,,,,0.0
212,0.0008405011612921953,0.00012121901818318292,0.0001026839017868042,,,,,0.0
213,0.0008288560784421861,0.00011114589142380282,1.7896294593811035e-05,,,,,0.0
214,0.000793863320723176,0.00010280995775246993,0.1310325264930725,0.0,0.0,0.5,,0.125
215,0.0009379309485666454,8.869143493939191e-05,9.057670831680298e-05,,,,,0.0
216,0.0007918790215626359,0.00011306744272587821,0.0001599043607711792,,,,,0.0
217,0.0010083225788548589,0.00010557016503298655,0.00026579201221466064,,,,,0.0
218,0.0008602706948295236,9.129353566095233e-05,0.00010754168033599854,,,,,0.0
219,0.0008744423394091427,9.493804100202397e-05,0.0001920759677886963,,,,,0.0
220,0.000874806079082191,7.970708247739822e-05,0.0004437491297721863,,,,,0.0
221,0.0012439570855349302,0.00010772596579045057,0.0006208419799804688,,,,,0.0
222,0.0008142289589159191,7.550965528935194e-05,0.00039289146661758423,,,,,0.0
223,0.0010587419383227825,8.335170423379168e-05,0.002089753746986389,,,,,0.0
224,0.0007438397733494639,7.473010919056833e-05,0.0004956051707267761,,,,,0.0
225,0.0009881643345579505,9.495404810877517e-05,0.0011119619011878967,,,,,0.0
226,0.0011290998663753271,7.704659219598398e-05,0.0018377527594566345,,,,,0.0
227,0.0008002949762158096,6.967459921725094e-05,0.00011730194091796875,,,,,0.0
228,0.0006197714828886092,7.546140841441229e-05,0.00012217462062835693,,,,,0.0
229,0.0005848793080076575,8.026077557587996e-05,0.0003455355763435364,,,,,0.0
230,0.0006982627674005926,7.636850932613015e-05,8.065998554229736e-05,,,,,0.0
231,0.0007501405198127031,5.740537744713947e-05,0.0002602487802505493,,,,,0.0
232,0.0007964221877045929,8.622628956800327e-05,0.006439186632633209,,,,,0.0
233,0.0007935899193398654,6.575160659849644e-05,0.001201443374156952,,,,,0.0
234,0.0009239591308869421,6.55267940601334e-05,0.00023942440748214722,,,,,0.0
235,0.0006323832785710692,7.408455712720752e-05,8.143484592437744e-05,,,,,0.0
236,0.0008763342048041523,7.589331653434783e-05,0.0018124580383300781,,,,,0.0
237,0.000800430600065738,5.987044642097317e-05,0.00019494444131851196,,,,,0.0
238,0.0007216384983621538,6.439045682782307e-05,0.00017724931240081787,,,,,0.0
239,0.0005545105086639524,7.233148062368855e-05,0.00023714452981948853,,,,,0.0
240,0.0006523553165607154,6.969050446059555e-05,0.00015316158533096313,,,,,0.0
241,0.0007055934402160347,6.023605601512827e-05,0.00023324042558670044,,,,,0.0
242,0.0006198632181622088,7.427958189509809e-05,0.00030506402254104614,,,,,0.0
243,0.0008028583833947778,8.092237112578005e-05,0.00015074759721755981,,,,,0.0
244,0.0006183423101902008,6.256729102460667e-05,0.00042616575956344604,,,,,0.0
245,0.0006258304347284138,6.0361715441104025e-05,0.00016724318265914917,,,,,0.0
246,0.0005583643796853721,5.880816752323881e-05,1.1041760444641113e-05,,,,,0.0
247,0.0008070268668234348,6.707391730742529e-05,0.00042567402124404907,,,,,0.0
248,0.000707363011315465,4.676725438912399e-05,0.00014447420835494995,,,,,0.0
249,0.000572423858102411,5.836307173012756e-05,0.00017201900482177734,,,,,0.0
250,0.0007331301458179951,7.465187081834301e-05,0.000542081892490387,,,,,0.0
251,0.0006422948790714145,5.940505434409715e-05,6.999075412750244e-05,,,,,0.0
252,0.0006472725071944296,5.222504842095077e-05,0.0010968148708343506,,,,,0.0
253,0.0005534907686524093,5.823549872729927e-05,0.00016342103481292725,,,,,0.0
254,0.0007505231187678874,5.3783776820637286e-05,0.00018765777349472046,,,,,0.0
255,0.0006664636312052608,5.425557174021378e-05,0.00023159384727478027,,,,,0.0
256,0.0005028043524362147,5.262400736683048e-05,6.740540266036987e-05,,,,,0.0
257,0.0005743327201344073,5.117376349517144e-05,0.16338834166526794,0.0,0.0,0.5,,0.125
258,0.0005647555226460099,4.1039074858417735e-05,0.0001225695013999939,,,,,0.0
259,0.0007984682451933622,5.828898065374233e-05,0.0010169446468353271,,,,,0.0
260,0.0006334077334031463,5.532153227250092e-05,0.002781800925731659,,,,,0.0
261,0.0008132755756378174,5.554869130719453e-05,0.0004741549491882324,,,,,0.0
262,0.0006091679679229856,4.5743938244413584e-05,7.198750972747803e-05,,,,,0.0
263,0.0008931370684877038,8.828419959172606e-05,0.000248149037361145,,,,,0.0
264,0.0006370749906636775,5.567034531850368e-05,0.0017740875482559204,,,,,0.0
265,0.0006499143200926483,5.255139694781974e-05,0.0007512569427490234,,,,,0.0
266,0.0007438062457367778,5.962790237390436e-05,0.12843230366706848,0.0,0.0,0.5,,0.125
267,0.0006816846434958279,7.498224294977263e-05,0.002787940204143524,,,,,0.0
268,0.0007861802587285638,5.9050144045613706e-05,0.004121970385313034,,,,,0.0
269,0.0005055913352407515,4.444266596692614e-05,0.006553821265697479,,,,,0.0
270,0.0008812994346953928,7.773312245262787e-05,0.004787705838680267,,,,,0.0
271,0.0011180297005921602,8.329741831403226e-05,0.002295084297657013,,,,,0.0
272,0.0005978969857096672,5.307269384502433e-05,0.000420987606048584,,,,,0.0
273,0.000579954357817769,6.229284917935729e-05,0.0012730211019515991,,,,,0.0
274,0.0005206868518143892,7.202495180536062e-05,0.002612270414829254,,,,,0.0
275,0.0005333737353794277,6.724051490891725e-05,0.0002488046884536743,,,,,0.0
276,0.0005676411092281342,5.097807297715917e-05,0.0028778091073036194,,,,,0.0
277,0.0005181633168831468,4.795837594429031e-05,0.0010381564497947693,,,,,0.0
278,0.0005276322481222451,5.6058866903185844e-05,0.00011901557445526123,,,,,0.0
279,0.000631898466963321,6.15412209299393e-05,0.001433148980140686,,,,,0.0
280,0.0006712487665936351,3.745462527149357e-05,0.005828231573104858,,,,,0.0
281,0.0004801088653039187,4.547078424366191e-05,0.0009135901927947998,,,,,0.0
282,0.0004577106737997383,5.2313505875645205e-05,0.0007072240114212036,,,,,0.0
283,0.0006745713180862367,7.661623385502025e-05,0.0013332590460777283,,,,,0.0
284,0.0008251689141616225,5.9395493735792115e-05,0.002602033317089081,,,,,0.0
285,0.0005677560111507773,5.6382323236903176e-05,0.0035406872630119324,,,,,0.0
286,0.0005524221924133599,7.398779416689649e-05,0.00030346959829330444,,,,,0.0
287,0.0006717873620800674,6.209001003298908e-05,0.0004544779658317566,,,,,0.0
288,0.00048435822827741504,5.002585021429695e-05,0.00401577353477478,,,,,0.0
289,0.0007019711192697287,5.05453790538013e-05,0.0007218345999717712,,,,,0.0
290,0.0004373074625618756,4.647689638659358e-05,0.00018218159675598145,,,,,0.0
291,0.0005771307041868567,4.204435026622377e-05,0.0002040266990661621,,,,,0.0
292,0.0006121884216554463,4.2447962186997756e-05,0.0006065741181373596,,,,,0.0
293,0.0007717396947555244,3.909201404894702e-05,0.0005658790469169617,,,,,0.0
294,0.0006205879617482424,4.106431515538134e-05,0.00035669654607772827,,,,,0.0
295,0.0005328388069756329,3.7498288293136284e-05,0.0003484264016151428,,,,,0.0
296,0.0007292138179764152,4.8097732360474765e-05,0.0001787617802619934,,,,,0.0
297,0.0005124437739141285,3.93531154259108e-05,0.0003776177763938904,,,,,0.0
298,0.00047222370631061494,5.0277765694772825e-05,6.535649299621582e-05,,,,,0.0
299,0.000675186631269753,5.9694761148421094e-05,0.0004040747880935669,,,,,0.0
300,0.00045491804485209286,3.3837226510513574e-05,6.867200136184692e-05,,,,,0.0
301,0.0006619879277423024,3.152918361593038e-05,0.0009248405694961548,,,,,0.0
302,0.0004349792143329978,4.051994255860336e-05,0.00013635307550430298,,,,,0.0
303,0.0006207535043358803,5.049595347372815e-05,3.1828880310058594e-05,,,,,0.0
304,0.0005899492534808815,5.448593583423644e-05,9.970366954803467e-05,,,,,0.0
305,0.0005309479893185198,3.53808791260235e-05,0.00012642145156860352,,,,,0.0
306,0.0004803463816642761,4.754553083330393e-05,5.08725643157959e-05,,,,,0.0
307,0.0005401105154305696,4.9805188609752804e-05,0.00037072598934173584,,,,,0.0
308,0.00039114776882342994,3.446956179686822e-05,6.236135959625244e-05,,,,,0.0
309,0.00043732443009503186,4.057553451275453e-05,7.362663745880127e-05,,,,,0.0
310,0.000789548852480948,4.793454354512505e-05,0.0001404210925102234,,,,,0.0
311,0.00046889885561540723,3.70922643924132e-05,6.186217069625854e-05,,,,,0.0
312,0.0005517164245247841,3.473239848972298e-05,0.00013503432273864746,,,,,0.0
313,0.0004522930830717087,3.1237465009326115e-05,4.929304122924805e-05,,,,,0.0
314,0.00047527221613563597,3.906392885255627e-05,3.382563591003418e-05,,,,,0.0
315,0.0005367439007386565,2.5976316464948468e-05,0.0004254654049873352,,,,,0.0
316,0.00046091232798062265,3.128925891360268e-05,0.00023183226585388184,,,,,0.0
317,0.0008673303527757525,4.661313505494036e-05,0.0004595145583152771,,,,,0.0
318,0.0004526374104898423,3.242919046897441e-05,3.8743019104003906e-05,,,,,0.0
319,0.0006720550591126084,3.3140735467895865e-05,0.00179300457239151,,,,,0.0
320,0.0006630579591728747,3.01298605336342e-05,0.0003156587481498718,,,,,0.0
321,0.0005202347529120743,3.950915561290458e-05,1.539289951324463e-05,,,,,0.0
322,0.0006794597720727324,3.176653990522027e-05,0.00031404197216033936,,,,,0.0
323,0.0004605600843206048,3.222902523702942e-05,3.0368566513061523e-05,,,,,0.0
324,0.0005208129878155887,3.4894310374511406e-05,0.0001710057258605957,,,,,0.0
325,0.0005951264756731689,3.354467480676249e-05,4.770606756210327e-05,,,,,0.0
326,0.0005135380197316408,2.6191546567133628e-05,4.857778549194336e-06,,,,,0.0
327,0.00041419354965910316,2.7925319955102168e-05,9.49278473854065e-05,,,,,0.0
328,0.000472510902909562,3.565643783076666e-05,0.00022704154253005981,,,,,0.0
329,0.0007175736827775836,2.8280470360186882e-05,0.0010152682662010193,,,,,0.0
330,0.00040363240987062454,2.394223520241212e-05,5.799531936645508e-05,,,,,0.0
331,0.00045089906780049205,2.228921039204579e-05,5.317479372024536e-05,,,,,0.0
332,0.0010510847205296159,3.025775367859751e-05,0.003966536372900009,,,,,0.0
333,0.0003901685995515436,2.5420366000616923e-05,5.334615707397461e-05,,,,,0.0
334,0.0006324254791252315,3.612317959778011e-05,0.0004933178424835205,,,,,0.0
335,0.0004795309796463698,2.4032206056290306e-05,0.12004470825195312,0.0,0.0,0.5,,0.125
336,0.00039756015758030117,2.6864912797464058e-05,5.0693750381469727e-05,,,,,0.0
337,0.0005708580138161778,2.6115269065485336e-05,0.00012052804231643677,,,,,0.0
338,0.0007678925758227706,3.535231007845141e-05,8.398294448852539e-05,,,,,0.0
339,0.0004385103820823133,3.122095949947834e-05,5.4001808166503906e-05,,,,,0.0
340,0.0008654608391225338,2.6690186132327653e-05,0.08891690522432327,0.0,0.0,0.5,,0.125
341,0.00046796302194707096,3.131023913738318e-05,7.458776235580444e-05,,,,,0.0
342,0.0005353070446290076,2.5557426852174103e-05,0.000841975212097168,,,,,0.0
343,0.000483630079543218,2.5477782401139848e-05,0.0002319812774658203,,,,,0.0
344,0.0006378766847774386,3.109273166046478e-05,0.1578107327222824,0.0,0.0,0.5,,0.125
345,0.0005500413826666772,2.7318195861880668e-05,0.0008290857076644897,,,,,0.0
346,0.0005357981426641345,3.146946619381197e-05,0.007142607122659683,,,,,0.0
347,0.0003594046283978969,2.3835022147977725e-05,0.0005543678998947144,,,,,0.0
